X,budget,company,country,director,genre,gross,name,rating,release_month,runtime,score,star,votes,writer,year,budget_missing,region,direc_freq,comp_freq,season,id,afinn_score,sentiment_best,writer_count,writer_popularity,director_count,director_popularity,star_count,star_popularity
114,3300000,Amaretto Films,USA,Richard Wenk,Comedy,4941117,Vamp,R,7,93,5.9,Chris Makepeace,3909,Donald P. Borchers,1986,0,North America,0.6931471805599453,0.6931471805599453,Summer,114,0,0,1,1,1,1,1,1
115,12000000,British Film Institute (BFI),UK,Derek Jarman,Biography,3151,Caravaggio,Not specified,8,93,6.7,Noam Almaz,4072,Derek Jarman,1986,1,Western Europe,1.3862943611198906,1.6094379124341003,Summer,115,0,0,2,3,3,2,1,1
116,12000000,Les Films Plain Chant,France,Leos Carax,Crime,21483,Mauvais Sang,UNRATED,11,116,7.3,Michel Piccoli,4922,Leos Carax,1986,1,Western Europe,1.3862943611198906,0.6931471805599453,Fall,116,0,0,3,4,3,2,2,2
117,12000000,Paramount Pictures,USA,Duncan Gibbins,Drama,4636169,Fire with Fire,PG-13,5,103,6.6,Craig Sheffer,1264,Bill Phillips,1986,1,North America,1.0986122886681098,5.560681631015528,Spring,117,-4,-4,1,1,2,2,6,3
118,15000000,Warner Bros.,USA,Harold Ramis,Comedy,12308521,Club Paradise,PG-13,7,96,4.9,Robin Williams,5049,Harry Shearer,1986,0,North America,2.1972245773362196,5.68697535633982,Summer,118,3,3,1,1,8,4,25,5
119,40000000,Universal Pictures,USA,Ivan Reitman,Comedy,49851591,Legal Eagles,PG,6,116,5.9,Robert Redford,8374,Ivan Reitman,1986,0,North America,2.5649493574615367,5.713732805509369,Summer,119,1,1,1,1,12,5,12,4
120,12000000,Thorn EMI Screen Entertainment,UK,Christopher Morahan,Comedy,1476356,Clockwise,PG,10,96,6.6,John Cleese,9689,Michael Frayn,1986,1,Western Europe,0.6931471805599453,1.0986122886681098,Fall,120,0,0,2,3,1,1,3,2
121,12000000,Atlantic Entertainment Group,USA,Robert M. Young,Drama,13418091,Extremities,R,8,89,6.3,Farrah Fawcett,2705,William Mastrosimone,1986,1,North America,1.9459101490553132,2.3978952727983707,Summer,121,0,0,3,4,6,4,1,1
122,13000000,Metro-Goldwyn-Mayer (MGM),USA,Brian De Palma,Comedy,8475466,Wise Guys,R,4,100,5.6,Danny DeVito,4573,George Gallo,1986,0,North America,2.5649493574615367,4.624972813284271,Spring,122,0,0,7,5,12,5,8,3
123,12000000,Atlantic Entertainment Group,USA,Peter Medak,Drama,2444076,The Men's Club,R,9,101,4.5,David Dukes,680,Leonard Michaels,1986,1,North America,1.6094379124341003,2.3978952727983707,Fall,123,0,0,1,1,4,3,1,1
124,12000000,DD Productions,Switzerland,Claude Berri,Drama,4940939,Jean de Florette,PG,8,120,8.1,Yves Montand,20914,Claude Berri,1986,1,Western Europe,1.3862943611198906,1.0986122886681098,Summer,124,0,0,3,4,3,2,2,2
125,12000000,Balcor Film Investors,USA,Tom DeSimone,Drama,2510433,Reform School Girls,R,8,94,5.2,Linda Carol,1717,Jack Cummins,1986,1,North America,0.6931471805599453,1.791759469228055,Summer,125,0,0,1,1,1,1,1,1
126,12000000,DD Productions,Switzerland,Claude Berri,Drama,3940542,Manon of the Spring,PG,12,113,8,Yves Montand,17849,Claude Berri,1986,1,Western Europe,1.3862943611198906,1.0986122886681098,Winter,126,0,0,3,4,3,2,2,2
127,17000000,HandMade Films,UK,Jim Goddard,Adventure,2315683,Shanghai Surprise,PG-13,8,97,3.1,Sean Penn,4339,John Kohn,1986,0,Western Europe,0.6931471805599453,1.9459101490553132,Summer,127,0,0,1,1,1,1,16,5
128,16000000,Lorimar Productions,USA,Sidney Lumet,Drama,3800000,Power,R,1,111,5.7,Richard Gere,2287,David Himmelstein,1986,0,North America,2.4849066497880004,1.3862943611198906,Winter,128,0,0,2,3,11,5,20,5
129,12000000,Not specified,USA,Jerry Kramer,Comedy,604849,Modern Girls,PG-13,11,84,5.9,Daphne Zuniga,1023,Laurie Craig,1986,1,North America,0.6931471805599453,2.8903717578961645,Fall,129,0,0,4,4,1,1,1,1
130,20000000,De Laurentiis Entertainment Group (DEG),USA,Bruce Beresford,Comedy,22905500,Crimes of the Heart,PG-13,1,105,6.4,Diane Keaton,3079,Beth Henley,1986,0,North America,2.833213344056216,2.995732273553991,Winter,130,0,0,3,4,16,5,7,3
131,12000000,Cinema VII,USA,John McTiernan,Horror,2278264,Nomads,R,3,91,5.5,Lesley-Anne Down,3006,John McTiernan,1986,1,North America,2.4849066497880004,0.6931471805599453,Spring,131,0,0,1,1,11,5,1,1
132,12000000,Empire Pictures,USA,Peter Manoogian,Action,4601256,Eliminators,PG,1,96,4.5,Andrew Prine,1422,Paul De Meo,1986,1,North America,1.0986122886681098,1.9459101490553132,Winter,132,0,0,2,3,2,2,1,1
133,12000000,TMS Pictures,Canada,George Mendeluk,Comedy,2147228,Meatballs III: Summer Job,R,1,96,3.3,Sally Kellerman,2003,Janis Allen,1986,1,North America,0.6931471805599453,0.6931471805599453,Winter,133,0,0,1,1,1,1,1,1
134,6000000,Golan-Globus Productions,USA,J. Lee Thompson,Action,9947631,Murphy's Law,R,4,100,5.9,Charles Bronson,3561,Gail Morgan Hickman,1986,0,North America,1.791759469228055,2.6390573296152584,Spring,134,0,0,1,1,5,3,6,3
135,12000000,Edward R. Pressman Film,USA,David Byrne,Musical,2545142,True Stories,PG,10,90,7,David Byrne,3885,Stephen Tobolowsky,1986,1,North America,0.6931471805599453,2.1972245773362196,Fall,135,2,2,1,1,1,1,1,1
136,12000000,Warner Bros.,USA,Prince,Comedy,10090429,Under the Cherry Moon,PG-13,7,98,4.9,Prince,2549,Becky Johnston,1986,1,North America,1.0986122886681098,5.68697535633982,Summer,136,0,0,1,1,2,2,2,2
137,12000000,Delphi V Productions,Israel,Moshé Mizrahi,Drama,278623,Every Time We Say Goodbye,PG-13,11,95,5.9,Tom Hanks,1834,Moshé Mizrahi,1986,1,Middle East,0.6931471805599453,1.3862943611198906,Fall,137,0,0,1,1,1,1,35,5
138,12000000,Goldcrest Films International,UK,Julien Temple,Drama,930211,Absolute Beginners,PG-13,4,108,5.6,Patsy Kensit,2659,Colin MacInnes,1986,1,Western Europe,1.0986122886681098,1.6094379124341003,Spring,138,0,0,1,1,2,2,2,2
139,12000000,Little Bear,USA,Bertrand Tavernier,Drama,3272600,'Round Midnight,R,10,133,7.4,Dexter Gordon,4028,David Rayfiel,1986,1,North America,1.3862943611198906,0.6931471805599453,Fall,139,0,0,2,3,3,2,1,1
140,4000000,"Cannon Group, The",USA,Sam Firstenberg,Action,4679650,Avenging Force,R,9,104,5.9,Michael Dudikoff,1808,James Booth,1986,0,North America,1.0986122886681098,1.6094379124341003,Fall,140,0,0,1,1,2,2,5,3
141,12000000,Simcom Limited,Canada,Paul Lynch,Action,2995527,Bullies,R,8,96,5.4,Jonathan Crombie,340,John Sheppard,1986,1,North America,0.6931471805599453,1.0986122886681098,Summer,141,0,0,1,1,1,1,1,1
142,12000000,Compact Yellowbill,UK,John Hough,Adventure,112132,Biggles: Adventures in Time,PG,1,88,5.8,Neil Dickson,2243,W.E. Johns,1986,1,Western Europe,0.6931471805599453,1.0986122886681098,Winter,142,2,2,1,1,1,1,1,1
143,12000000,Lorimar Productions,USA,Albert Magnoli,Drama,4845724,American Anthem,PG-13,6,102,4,Mitchell Gaylord,1284,Evan Archerd,1986,1,North America,0.6931471805599453,1.3862943611198906,Summer,143,0,0,1,1,1,1,1,1
144,12000000,Columbia Pictures Corporation,USA,Richard Tuggle,Action,5099316,Out of Bounds,R,7,93,5.4,Anthony Michael Hall,1016,Tony Kayden,1986,1,North America,0.6931471805599453,5.117993812416755,Summer,144,0,0,1,1,1,1,3,2
145,12000000,Crown International Pictures,USA,David Beaird,Comedy,4781448,My Chauffeur,R,1,97,5.6,Deborah Foreman,1426,David Beaird,1986,1,North America,1.3862943611198906,0.6931471805599453,Winter,145,0,0,1,1,3,2,2,2
146,18000000,Rastar Pictures,USA,Gene Saks,Comedy,11957943,Brighton Beach Memoirs,PG-13,12,108,6.9,Blythe Danner,2720,Neil Simon,1986,0,North America,0.6931471805599453,1.6094379124341003,Winter,146,0,0,6,5,1,1,2,2
147,12000000,Ministère de la Culture et de la Communication,France,Éric Rohmer,Drama,37455,Summer,R,8,98,7.8,Marie Rivière,4612,Marie Rivière,1986,1,Western Europe,1.9459101490553132,0.6931471805599453,Summer,147,0,0,1,1,6,4,1,1
148,12000000,Cannon Group,USA,Paul Nicholas,Drama,3136701,The Naked Cage,R,3,97,5.5,Shari Shattuck,327,Paul Nicholas,1986,1,North America,0.6931471805599453,2.4849066497880004,Spring,148,0,0,1,1,1,1,1,1
149,12000000,Cannon Screen Entertainment,UK,Richard Franklin,Horror,1720450,Link,R,9,100,5.9,Terence Stamp,2080,Lee David Zlotoff,1986,1,Western Europe,1.0986122886681098,1.0986122886681098,Fall,149,0,0,2,3,2,2,2,2
150,12000000,Edward R. Pressman Film,UK,Bob Swaim,Thriller,1131399,Half Moon Street,R,9,90,5.4,Sigourney Weaver,2157,Edward Behr,1986,1,Western Europe,1.0986122886681098,2.1972245773362196,Fall,150,0,0,1,1,2,2,12,4
151,12000000,Aaron Spelling Productions,USA,Tom Moore,Drama,441863,"'night, Mother",PG-13,1,96,7.6,Sissy Spacek,1840,Marsha Norman,1986,1,North America,0.6931471805599453,0.6931471805599453,Winter,151,0,0,1,1,1,1,5,3
152,12000000,Blake Edwards,USA,Blake Edwards,Action,6029824,A Fine Mess,PG,8,90,4.5,Ted Danson,1164,Blake Edwards,1986,1,North America,2.0794415416798357,1.0986122886681098,Summer,152,0,0,3,4,7,4,2,2
153,12000000,Chroma III Productions,USA,Mark Griffiths,Comedy,78068,Hardbodies 2,R,9,88,2.9,James Karen,895,Mark Griffiths,1986,1,North America,1.0986122886681098,0.6931471805599453,Fall,153,0,0,1,1,2,2,2,2
154,12000000,Fons Rademakers Produktie,Netherlands,Fons Rademakers,Drama,203781,The Assault,PG,2,155,7.3,Derek de Lint,2694,Gerard Soeteman,1986,1,Western Europe,0.6931471805599453,0.6931471805599453,Winter,154,0,0,2,3,1,1,1,1
155,12000000,Griffon Productions,USA,Paul Schneider,Comedy,277405,Willy/Milly,PG-13,11,86,5.7,Pamela Adlon,323,Alan Friedman,1986,1,North America,0.6931471805599453,0.6931471805599453,Fall,155,0,0,1,1,1,1,1,1
156,12000000,Heron Communications,USA,Janet Greek,Drama,239073,The Ladies Club,R,4,85,5.3,Karen Austin,154,Casey Bishop,1986,1,North America,1.0986122886681098,1.0986122886681098,Spring,156,0,0,1,1,2,2,1,1
157,12000000,Delphi V Productions,USA,Stuart Rosenberg,Action,140980,Let's Get Harry,R,10,102,5.2,Michael Schoeffling,978,Mark Feldberg,1986,1,North America,1.0986122886681098,1.3862943611198906,Fall,157,0,0,3,4,2,2,1,1
158,25000000,De Laurentiis Entertainment Group (DEG),USA,Daryl Duke,Adventure,4007250,Tai-Pan,R,11,127,5.5,Bryan Brown,1340,John Briley,1986,0,North America,0.6931471805599453,2.995732273553991,Fall,158,0,0,2,3,1,1,3,2
159,12000000,Scary Stuff,USA,Jeffrey Delman,Comedy,2750741,Deadtime Stories,R,11,93,4.6,Scott Valentine,973,Jeffrey Delman,1986,1,North America,0.6931471805599453,0.6931471805599453,Fall,159,0,0,1,1,1,1,2,2
160,17000000,Escalante Productions,USA,Dick Richards,Action,2793214,Heat,R,3,101,5.5,Burt Reynolds,1358,William Goldman,1986,0,North America,0.6931471805599453,0.6931471805599453,Spring,160,0,0,4,4,1,1,6,3
161,12000000,Kings Road Entertainment,USA,Robert Mandel,Comedy,1254040,Touch and Go,R,8,101,5.8,Michael Keaton,684,Alan Ormsby,1986,1,North America,1.791759469228055,2.3978952727983707,Summer,161,0,0,1,1,5,3,18,5
162,12000000,Canadian Broadcasting Corporation (CBC),Canada,Charles Jarrott,Biography,275000,The Boy in Blue,R,1,100,5.4,Nicolas Cage,907,Douglas Bowie,1986,1,North America,0.6931471805599453,0.6931471805599453,Winter,162,0,0,1,1,1,1,42,5
163,12000000,Universal Pictures,USA,Alan Alda,Comedy,14205021,Sweet Liberty,PG,5,106,5.7,Alan Alda,2300,Alan Alda,1986,1,North America,1.0986122886681098,5.713732805509369,Spring,163,2,2,2,3,2,2,2,2
164,12000000,Marquis,USA,William Fruet,Comedy,681337,Killer Party,R,5,91,4.7,Martin Hewitt,1265,Barney Cohen,1986,1,North America,0.6931471805599453,0.6931471805599453,Spring,164,0,0,1,1,1,1,1,1
165,12000000,Rondo Productions,USA,Bill Sherwood,Drama,537681,Parting Glances,Not specified,2,90,7.8,John Bolger,2330,Bill Sherwood,1986,1,North America,0.6931471805599453,0.6931471805599453,Winter,165,0,0,1,1,1,1,1,1
166,12000000,Nelvana,Canada,Dale Schott,Animation,8540346,Care Bears Movie II: A New Generation,G,3,76,5.3,Maxine Miller,1760,Peter Sauder,1986,1,North America,0.6931471805599453,1.0986122886681098,Spring,166,2,2,1,1,1,1,1,1
167,14000000,Columbia Pictures Corporation,USA,Richard Pryor,Biography,18034150,"Jo Jo Dancer, Your Life Is Calling",R,5,97,6.3,Richard Pryor,1288,Rocco Urbisci,1986,0,North America,0.6931471805599453,5.117993812416755,Spring,167,0,0,1,1,1,1,5,3
168,12000000,Balcor Film Investors,USA,Andrew Lane,Action,1943751,Jake Speed,PG,5,100,5.3,Wayne Crawford,632,Wayne Crawford,1986,1,North America,1.0986122886681098,1.791759469228055,Spring,168,0,0,1,1,2,2,1,1
169,3401376,Cinema Group Ventures,USA,Renny Harlin,Action,3388020,Born American,R,8,97,4.3,Mike Norris,1509,Renny Harlin,1986,0,North America,2.772588722239781,1.0986122886681098,Summer,169,0,0,1,1,15,5,1,1
170,10000000,Paramount Pictures,USA,Michelle Manning,Action,6947787,Blue City,R,5,83,4.4,Judd Nelson,792,Ross Macdonald,1986,0,North America,0.6931471805599453,5.560681631015528,Spring,170,0,0,1,1,1,1,3,2
171,12000000,Cascade Films,Australia,Nadia Tass,Comedy,544472,Malcolm,PG-13,11,90,7.2,Colin Friels,1623,David Parker,1986,1,Oceania,1.0986122886681098,0.6931471805599453,Fall,171,0,0,1,1,2,2,3,2
172,12000000,Miramax,USA,Bob Weinstein,Comedy,2669366,Playing for Keeps,PG-13,10,102,4.1,Daniel Jordano,515,Bob Weinstein,1986,1,North America,0.6931471805599453,4.356708826689592,Fall,172,0,0,1,1,1,1,1,1
173,12000000,Golan-Globus Productions,USA,Andrey Konchalovskiy,Drama,8736,Duet for One,R,2,107,7,Julie Andrews,699,Tom Kempinski,1986,1,North America,1.6094379124341003,2.6390573296152584,Winter,173,0,0,1,1,4,3,2,2
174,12000000,Island Pictures,USA,Evelyn Purcell,Comedy,563358,Nobody's Fool,PG-13,11,107,5.5,Rosanna Arquette,652,Beth Henley,1986,1,North America,0.6931471805599453,1.791759469228055,Fall,174,-2,-2,3,4,1,1,3,2
175,12000000,Paramount Pictures,USA,John Byrum,Comedy,444746,The Whoopee Boys,R,8,88,6.2,Michael O'Keefe,639,Steve Zacharias,1986,1,North America,0.6931471805599453,5.560681631015528,Summer,175,0,0,4,4,1,1,1,1
176,12000000,Blake Edwards,USA,Blake Edwards,Comedy,4079895,That's Life!,PG-13,10,102,6.1,Jack Lemmon,1032,Milton Wexler,1986,1,North America,2.0794415416798357,1.0986122886681098,Fall,176,0,0.5,1,1,7,4,6,3
177,12000000,Hemdale,USA,Hal Needham,Comedy,14926,Body Slam,PG,5,89,5.3,Dirk Benedict,795,Shel Lytton,1986,1,North America,1.0986122886681098,2.3978952727983707,Spring,177,-2,-2,1,1,2,2,1,1
178,12000000,"Rank Organisation, The",UK,David Drury,Thriller,750000,Defense of the Realm,PG,11,96,6.6,Gabriel Byrne,1625,Martin Stellman,1986,1,Western Europe,0.6931471805599453,1.6094379124341003,Fall,178,0,0,3,4,1,1,7,3
179,12000000,Cinequanon,Argentina,Eliseo Subiela,Drama,725000,Man Facing Southeast,R,3,105,7.8,Lorenzo Quinteros,2991,Eliseo Subiela,1986,1,South America,0.6931471805599453,0.6931471805599453,Spring,179,0,0,1,1,1,1,1,1
180,12000000,Corporation Image M & M,Canada,Denys Arcand,Comedy,1902706,The Decline of the American Empire,R,11,101,7.3,Dominique Michel,6622,Denys Arcand,1986,1,North America,1.6094379124341003,0.6931471805599453,Fall,180,0,0,3,4,4,3,1,1
181,12000000,Rastar Films,USA,Jack Fisk,Drama,4743287,Violets Are Blue...,PG-13,4,88,5.7,Sissy Spacek,553,Naomi Foner,1986,1,North America,1.0986122886681098,0.6931471805599453,Spring,181,0,0,2,3,2,2,5,3
182,12000000,Portreeve,UK,Simon Langton,Thriller,1500000,The Whistle Blower,PG,7,100,6.2,Michael Caine,1672,Julian Bond,1986,1,Western Europe,0.6931471805599453,0.6931471805599453,Summer,182,0,0,1,1,1,1,10,4
183,2000000,American Playhouse,USA,Jerrold Freedman,Drama,1301121,Native Son,PG,12,111,5.9,Victor Love,448,Richard Wesley,1986,0,North America,0.6931471805599453,2.6390573296152584,Winter,183,0,0,1,1,1,1,1,1
184,12000000,Carson Productions,USA,Eugene Corr,Drama,416393,Desert Bloom,PG,4,105,6.6,Jon Voight,821,Linda Remy,1986,1,North America,0.6931471805599453,0.6931471805599453,Spring,184,0,0,1,1,1,1,4,3
185,12000000,Alternate Current,USA,Lizzie Borden,Drama,1777378,Working Girls,UNRATED,3,93,6.5,Louise Smith,604,Lizzie Borden,1986,1,North America,1.0986122886681098,0.6931471805599453,Spring,185,0,0,1,1,2,2,1,1
186,12000000,Ciné Valse,France,Bertrand Blier,Comedy,925952,Menage,Not specified,10,84,7,Gérard Depardieu,2022,Bertrand Blier,1986,1,Western Europe,1.0986122886681098,1.0986122886681098,Fall,186,0,0,2,3,2,2,11,4
187,12000000,Caméras Continentales,Denmark,Henning Carlsen,Biography,583800,Oviri,R,9,100,6.2,Donald Sutherland,275,Henning Carlsen,1986,1,Northern Europe,0.6931471805599453,0.6931471805599453,Fall,187,0,0,1,1,1,1,8,3
188,12000000,Film Corporation of Kenya,UK,Raju Patel,Action,181410,In the Shadow of Kilimanjaro,R,5,100,5.1,John Rhys-Davies,310,T. Michael Harry,1986,1,Western Europe,0.6931471805599453,0.6931471805599453,Spring,188,0,0,1,1,1,1,1,1
189,12000000,Cineplex-Odeon Films,Australia,Tim Burstall,Drama,432266,Kangaroo,R,3,108,6.7,Colin Friels,156,Evan Jones,1986,1,Oceania,0.6931471805599453,2.3978952727983707,Spring,189,0,0,1,1,1,1,3,2
190,12000000,Cannon Group,USA,Albert Pyun,Action,2390525,Dangerously Close,R,5,95,6.6,John Stockwell,935,Scott Fields,1986,1,North America,1.6094379124341003,2.4849066497880004,Spring,190,0,0,1,1,4,3,1,1
191,12000000,Hyperion Pictures,USA,Carroll Ballard,Family,781727,Nutcracker,G,11,100,7.2,Hugh Bigney,578,Kent Stowell,1986,1,North America,1.3862943611198906,1.3862943611198906,Fall,191,0,0,1,1,3,2,1,1
192,12000000,Produzioni Europee Associate (PEA),Italy,Federico Fellini,Comedy,837623,Ginger and Fred,PG-13,3,125,7.3,Marcello Mastroianni,3859,Federico Fellini,1986,1,Western Europe,1.0986122886681098,0.6931471805599453,Spring,192,0,0,2,3,2,2,3,2
193,12000000,Metro-Goldwyn-Mayer (MGM),USA,Alan J. Pakula,Crime,502237,Dream Lover,R,4,104,5.1,Kristy McNichol,405,Jon Boorstin,1986,1,North America,1.9459101490553132,4.624972813284271,Spring,193,1,1,1,1,6,4,1,1
194,12000000,MTM Enterprises,USA,Allan Burns,Drama,6408791,Just Between Friends,PG-13,3,110,5.9,Mary Tyler Moore,629,Allan Burns,1986,1,North America,0.6931471805599453,1.0986122886681098,Spring,194,0,0,1,1,1,1,1,1
195,12000000,Lynn-Davis Productions,USA,Gary Hudson,Action,145975,Thunder Run,PG-13,5,90,5.1,Forrest Tucker,218,Charles Davis,1986,1,North America,0.6931471805599453,0.6931471805599453,Spring,195,0,0,1,1,1,1,1,1
196,12000000,Longshot,USA,Paul Bartel,Comedy,1096843,The Longshot,PG-13,1,89,5.4,Tim Conway,457,Tim Conway,1986,1,North America,1.0986122886681098,0.6931471805599453,Winter,196,0,0,1,1,2,2,1,1
197,12000000,Silver Screen Partners II,USA,Michael Dinner,Comedy,4842778,Off Beat,PG,4,92,5,Judge Reinhold,748,Dezsö Magyar,1986,1,North America,1.3862943611198906,0.6931471805599453,Spring,197,0,0,2,3,3,2,2,2
198,12000000,Roundhouse,USA,Joe Roth,Drama,2520664,Streets of Gold,R,11,95,6,Klaus Maria Brandauer,505,Dezsö Magyar,1986,1,North America,1.791759469228055,0.6931471805599453,Fall,198,0,0,2,3,5,3,2,2
199,12000000,Convy-Fimberg Productions,USA,Bert Convy,Action,351623,Weekend Warriors,R,10,100,4.4,Chris Lemmon,237,Bruce Belland,1986,1,North America,0.6931471805599453,0.6931471805599453,Fall,199,0,0,1,1,1,1,1,1
200,18000000,J&M; Entertainment,UK,Zoran Perisic,Action,2295500,Sky Bandits,PG,10,100,4.6,Scott McGinnis,183,Thom Keyes,1986,0,Western Europe,0.6931471805599453,0.6931471805599453,Fall,200,0,0,1,1,1,1,1,1
201,1500000,Cinetel Films,USA,Fred Olen Ray,Action,1368912,Armed Response,R,10,86,4.9,David Carradine,489,T.L. Lankford,1986,0,North America,1.0986122886681098,2.4849066497880004,Fall,201,0,0,2,3,2,2,2,2
202,12000000,Cannon City Produktie Maatschappij B.V.,Netherlands,Franco Zeffirelli,Drama,189042,Otello,PG,9,100,7.2,Plácido Domingo,424,Arrigo Boito,1986,1,Western Europe,1.6094379124341003,0.6931471805599453,Fall,202,0,0,1,1,4,3,1,1
203,12000000,Alliance Communications Corporation,USA,Rob Nilsson,Drama,440438,On the Edge,PG-13,5,95,7.1,Bruce Dern,171,Roy Kissin,1986,1,North America,0.6931471805599453,2.302585092994046,Spring,203,0,0,1,1,1,1,3,2
204,12000000,Action Communications,USA,Frank Harris,Action,63860,Low Blow,R,4,100,3.5,Leo Fong,256,Leo Fong,1986,1,North America,0.6931471805599453,0.6931471805599453,Spring,204,0,0,1,1,1,1,1,1
205,12000000,Cote Blanche Productions,USA,Glen Pitre,Drama,1444618,Belizaire the Cajun,PG,6,103,6.4,Armand Assante,391,Glen Pitre,1986,1,North America,0.6931471805599453,0.6931471805599453,Summer,205,0,0,1,1,1,1,3,2
206,12000000,Les Films 13,France,Claude Lelouch,Drama,227510,A Man and a Woman: 20 Years Later,PG,8,112,5.8,Anouk Aimée,496,Claude Lelouch,1986,1,Western Europe,0.6931471805599453,0.6931471805599453,Summer,206,0,0,1,1,1,1,1,1
207,12000000,New Line Cinema,USA,Clay Borris,Action,1900000,Quiet Cool,R,11,100,5.7,James Remar,542,Clay Borris,1986,1,North America,0.6931471805599453,5.153291594497779,Fall,207,1,1,1,1,1,1,1,1
208,12000000,Not specified,USA,Gideon Amir,Action,2497233,Behind Enemy Lines,R,4,90,4.9,David Carradine,368,Malcolm Barbour,1986,1,North America,0.6931471805599453,2.8903717578961645,Spring,208,-2,-2,1,1,1,1,2,2
209,12000000,Not specified,USA,Francis Schaeffer,Action,193153,Wired to Kill,R,11,86,4.2,Emily Longstreth,163,Francis Schaeffer,1986,1,North America,0.6931471805599453,2.8903717578961645,Fall,209,-3,-3,1,1,1,1,1,1
